bidder,bid_amount,bid_time,starting_price,automatic
a***b(71),$165.00,21 Mar 2019 at 2:58:52PM PDT,$149.99,False
t***3(139),$162.50,21 Mar 2019 at 2:01:59PM PDT,$149.99,False
u***v(7),$160.00,20 Mar 2019 at 4:35:31AM PDT,$149.99,False
o***u(191),$158.00,16 Mar 2019 at 7:05:43PM PDT,$149.99,False
o***u(191),$157.50,16 Mar 2019 at 7:05:43PM PDT,$149.99,True
n***m(3),$155.00,15 Mar 2019 at 5:22:38AM PDT,$149.99,False
o***u(191),$155.00,16 Mar 2019 at 7:05:37PM PDT,$149.99,False
n***m(3),$152.50,15 Mar 2019 at 5:22:38AM PDT,$149.99,True
6***m(137),$150.00,15 Mar 2019 at 5:15:22AM PDT,$149.99,False
6***m(137),$149.99,15 Mar 2019 at 5:15:22AM PDT,$149.99,True
Starting Price,$149.99,14 Mar 2019 at 3:00:01PM PDT,$149.99,False
