bidder,bid_amount,bid_time,starting_price,automatic
n***n(25),$355.00,2 May 2019 at 4:59:49PM PDT,$240.00,False
7***g(30),$350.00,2 May 2019 at 4:57:27PM PDT,$240.00,False
n***n(25),$345.00,2 May 2019 at 4:57:07PM PDT,$240.00,False
7***g(30),$340.00,2 May 2019 at 4:56:06PM PDT,$240.00,False
n***n(25),$335.00,2 May 2019 at 3:36:35PM PDT,$240.00,False
u***i(1),$330.00,1 May 2019 at 5:59:42PM PDT,$240.00,False
n***n(25),$330.00,2 May 2019 at 3:36:27PM PDT,$240.00,False
u***i(1),$320.00,1 May 2019 at 5:59:42PM PDT,$240.00,True
l***y(1322),$315.00,1 May 2019 at 6:11:31PM PDT,$240.00,False
u***i(1),$310.00,1 May 2019 at 5:59:42PM PDT,$240.00,True
l***y(1322),$305.00,1 May 2019 at 6:11:23PM PDT,$240.00,False
u***i(1),$295.00,1 May 2019 at 5:59:42PM PDT,$240.00,True
l***y(1322),$290.00,1 May 2019 at 5:56:50PM PDT,$240.00,False
u***i(1),$285.00,1 May 2019 at 4:42:59PM PDT,$240.00,False
i***1(2),$280.00,30 Apr 2019 at 2:22:02PM PDT,$240.00,False
u***i(1),$276.00,1 May 2019 at 4:42:54PM PDT,$240.00,False
i***1(2),$271.00,30 Apr 2019 at 2:22:02PM PDT,$240.00,True
u***i(1),$266.00,1 May 2019 at 4:42:51PM PDT,$240.00,False
i***1(2),$261.00,30 Apr 2019 at 2:22:02PM PDT,$240.00,True
l***g(3108),$256.00,29 Apr 2019 at 1:55:35PM PDT,$240.00,False
l***g(3108),$255.00,29 Apr 2019 at 1:55:35PM PDT,$240.00,True
d***s(427),$250.00,28 Apr 2019 at 5:56:34PM PDT,$240.00,False
d***s(427),$242.50,28 Apr 2019 at 5:56:34PM PDT,$240.00,True
l***y(1322),$240.00,25 Apr 2019 at 8:13:31PM PDT,$240.00,False
l***y(1322),$240.00,25 Apr 2019 at 8:13:31PM PDT,$240.00,True
Starting Price,$240.00,25 Apr 2019 at 5:00:17PM PDT,$240.00,False
e***p(12),Cancelled:$335.00,Bid:2 May 2019 at 5:20:48AM PDTCancelled:2 May 2019 at 6:12:39AM PDT,$240.00,False
