bidder,bid_amount,bid_time,starting_price,automatic
8***6(15),$170.00,21 Apr 2019 at 9:45:04AM PDT,$150.00,False
t***t(2),$168.00,21 Apr 2019 at 9:45:08AM PDT,$150.00,False
8***6(15),$165.50,21 Apr 2019 at 9:45:04AM PDT,$150.00,True
t***t(2),$163.00,21 Apr 2019 at 9:44:56AM PDT,$150.00,False
t***t(2),$162.49,21 Apr 2019 at 9:44:56AM PDT,$150.00,True
e***w(919),$159.99,21 Apr 2019 at 8:22:22AM PDT,$150.00,False
t***t(2),$158.00,21 Apr 2019 at 9:44:52AM PDT,$150.00,False
t***t(2),$157.50,21 Apr 2019 at 9:44:52AM PDT,$150.00,True
e***w(919),$155.00,21 Apr 2019 at 6:50:42AM PDT,$150.00,False
t***t(2),$155.00,21 Apr 2019 at 9:44:48AM PDT,$150.00,False
e***w(919),$152.50,21 Apr 2019 at 6:50:42AM PDT,$150.00,True
n***0(3),$150.00,17 Apr 2019 at 9:04:50PM PDT,$150.00,False
n***0(3),$150.00,17 Apr 2019 at 9:04:50PM PDT,$150.00,True
Starting Price,$150.00,14 Apr 2019 at 9:45:09AM PDT,$150.00,False
